audio_label,segment_index,mean_amplitude,rms,zero_crossing_rate
parque,0,50.50748299319728,43.89210126307445,0.059437386569872956
parque,1,62.1936507936508,63.59903092574507,0.05535390199637023
parque,2,59.41814058956916,66.3659373603911,0.04945553539019964
parque,3,54.313378684807255,67.36938147326798,0.03176043557168784
parque,4,50.430839002267575,55.9477242236446,0.056261343012704176
parque,5,58.663492063492065,70.38734747671101,0.03720508166969147
parque,6,54.91746031746032,65.34881463114802,0.04310344827586207
parque,7,257.61133786848075,66.45355393003427,0.03130671506352087
parque,8,2555.301133786848,26.597861916015006,0.030852994555353903
parque,9,4315.612698412699,13.556332456083538,0.03539019963702359
parque,10,1634.3224489795919,17.553869146016353,0.10617059891107078
parque,11,3463.352380952381,18.240444956183126,0.013611615245009074
parque,12,3533.0231292517005,26.69527377127562,0.04310344827586207
parque,13,3661.0625850340134,20.72104979874101,0.050362976406533574
parque,14,4806.347392290249,11.286538045082022,0.029945553539019964
parque,15,583.9342403628118,39.58594656608428,0.3180580762250454
parque,16,80.52789115646259,70.61203767025548,0.09528130671506352
parque,17,55.468480725623586,63.5731870632477,0.09346642468239565
parque,18,91.01541950113379,66.79684908451182,0.0721415607985481
parque,19,3586.558276643991,13.036578575392431,0.03720508166969147
parque,20,2165.3088435374148,19.708073555406326,0.03176043557168784
parque,21,2987.728798185941,24.367127776982112,0.04310344827586207
parque,22,1037.917006802721,46.661996850899754,0.029945553539019964
parque,23,69.33605442176871,70.8985030337475,0.05716878402903811
parque,24,1379.4947845804988,30.911768227747608,0.04128856624319419
parque,25,2313.8956916099773,17.734167030681448,0.02722323049001815
parque,26,1330.8662131519275,26.33740604000515,0.019509981851179675
parque,27,1573.99410430839,48.18928569958085,0.047186932849364795
parque,28,2038.1219954648527,32.39925953074529,0.039927404718693285
parque,29,164.15192743764172,58.40911695369703,0.07123411978221415
parque,30,623.9383219954649,35.98853432934722,0.09573502722323049
parque,31,87.29251700680273,61.83350477633603,0.11705989110707804
parque,32,52.04807256235828,59.57535292163162,0.038112522686025406
parque,33,35.74603174603175,44.68741522358481,0.029945553539019964
parque,34,61.19138321995465,72.31674783990628,0.023139745916515426
parque,35,69.23356009070295,78.6332397562114,0.012250453720508167
parque,36,153.36326530612246,53.80677616246612,0.036297640653357534
parque,37,103.35873015873015,56.08934401891018,0.024047186932849365
parque,38,33.52743764172335,40.86181569459941,0.0499092558983666
parque,39,39.99410430839002,53.038457788053634,0.07486388384754991
parque,40,31.603174603174605,43.43537436274431,0.06760435571687841
parque,41,27.257596371882087,36.809967347786724,0.05898366606170599
parque,42,241.23083900226757,52.92361328875245,0.01588021778584392
parque,43,74.71201814058956,84.60915610648858,0.03221415607985481
parque,44,37.2,45.308596692464036,0.039927404718693285
parque,45,160.08480725623582,53.71562392794348,0.010889292196007259
miperrosesaliodecasa,0,20.34829931972789,24.371761660575736,0.050362976406533574
miperrosesaliodecasa,1,54.99501133786848,51.769320886351345,0.05263157894736842
miperrosesaliodecasa,2,49.52879818594104,50.29728853089489,0.056261343012704176
miperrosesaliodecasa,3,36.16825396825397,45.689025759255706,0.07259528130671507
miperrosesaliodecasa,4,42.4984126984127,48.95840707766917,0.048548094373865695
miperrosesaliodecasa,5,43.16689342403628,51.24225067235293,0.012704174228675136
miperrosesaliodecasa,6,175.8185941043084,39.22162159966145,0.022686025408348458
miperrosesaliodecasa,7,1929.1160997732427,21.13031588578615,0.013157894736842105
miperrosesaliodecasa,8,3043.77641723356,25.265008112419732,0.012704174228675136
miperrosesaliodecasa,9,2320.924263038549,4.327625754521966,0.029491833030852996
miperrosesaliodecasa,10,69.96507936507936,61.80866167129306,0.02132486388384755
miperrosesaliodecasa,11,3604.0798185941044,34.27464106899098,0.03856624319419238
miperrosesaliodecasa,12,3401.050793650794,19.48883045417696,0.04083484573502722
miperrosesaliodecasa,13,3153.732879818594,20.152333693346332,0.029945553539019964
miperrosesaliodecasa,14,3272.530612244898,24.80284161907567,0.03901996370235935
miperrosesaliodecasa,15,308.2154195011338,50.66271466864337,0.30127041742286753
miperrosesaliodecasa,16,514.0104308390023,54.37435119637944,0.25
miperrosesaliodecasa,17,819.2158730158731,31.61602825514909,0.31896551724137934
miperrosesaliodecasa,18,1706.8403628117915,20.513421302033926,0.06669691470054447
miperrosesaliodecasa,19,2006.8104308390023,34.375273241544406,0.02041742286751361
miperrosesaliodecasa,20,2736.4662131519276,16.096365133828876,0.029038112522686024
miperrosesaliodecasa,21,3329.4666666666667,,0.04310344827586207
miperrosesaliodecasa,22,587.5532879818594,40.675013083493944,0.030399274047186932
miperrosesaliodecasa,23,30.179138321995463,37.732625411017494,0.04401088929219601
miperrosesaliodecasa,24,1630.8167800453514,37.76597588094822,0.04128856624319419
miperrosesaliodecasa,25,438.58775510204083,48.656722495364704,0.03901996370235935
miperrosesaliodecasa,26,2315.390476190476,10.492282013909579,0.0648820326678766
miperrosesaliodecasa,27,2415.2371882086168,28.17639609765866,0.0648820326678766
miperrosesaliodecasa,28,699.253514739229,37.444126175329735,0.40199637023593465
miperrosesaliodecasa,29,1437.057596371882,17.081238464555,0.036297640653357534
miperrosesaliodecasa,30,206.78367346938776,61.96462307213412,0.08847549909255899
miperrosesaliodecasa,31,48.03219954648526,62.18153877295363,0.03221415607985481
miperrosesaliodecasa,32,28.959637188208617,35.521473177352064,0.04219600725952813
miperrosesaliodecasa,33,44.55056689342403,47.75809223733356,0.029945553539019964
miperrosesaliodecasa,34,42.15736961451247,51.01518603660293,0.08484573502722323
miperrosesaliodecasa,35,34.736054421768706,43.150566955388065,0.08257713248638839
miperrosesaliodecasa,36,29.57732426303855,37.39467749241735,0.03539019963702359
miperrosesaliodecasa,37,34.23219954648526,38.64436372968977,0.04310344827586207
miperrosesaliodecasa,38,23.049433106575965,30.461737644419767,0.050816696914700546
miperrosesaliodecasa,39,25.217233560090705,32.50456796783354,0.052177858439201454
miperrosesaliodecasa,40,27.343310657596373,34.490368039908546,0.08484573502722323
miperrosesaliodecasa,41,28.424036281179138,34.781644753970205,0.03901996370235935
miperrosesaliodecasa,42,28.378684807256235,36.36183117555976,0.045372050816696916
miperrosesaliodecasa,43,24.14013605442177,29.681155217691398,0.03856624319419238
lacasaesgrande,0,37.31111111111111,47.139793070217735,0.019509981851179675
lacasaesgrande,1,57.43492063492064,66.27387688501115,0.012704174228675136
lacasaesgrande,2,60.53469387755102,70.79419567019298,0.014519056261343012
lacasaesgrande,3,62.17596371882086,72.11782372524988,0.018602540834845735
lacasaesgrande,4,58.932426303854875,68.81262474475915,0.012250453720508167
lacasaesgrande,5,66.84172335600907,75.3502058042261,0.029945553539019964
lacasaesgrande,6,75.72108843537416,80.5091254105795,0.03176043557168784
lacasaesgrande,7,79.15600907029479,87.02843646093193,0.02132486388384755
lacasaesgrande,8,75.0390022675737,78.30801733048342,0.052177858439201454
lacasaesgrande,9,71.08027210884353,73.56792409591502,0.08439201451905626
lacasaesgrande,10,67.98321995464853,76.73491490536026,0.04083484573502722
lacasaesgrande,11,67.60544217687075,75.90216282817944,0.025408348457350273
lacasaesgrande,12,59.37369614512472,69.71267562543517,0.014972776769509982
lacasaesgrande,13,55.32108843537415,67.41255863134472,0.021778584392014518
lacasaesgrande,14,91.52517006802721,74.37608361603182,0.01588021778584392
lacasaesgrande,15,500.6825396825397,55.95460988468188,0.017695099818511795
lacasaesgrande,16,2595.0308390022674,10.94643731064671,0.02041742286751361
lacasaesgrande,17,3533.115192743764,20.79984519391197,0.04219600725952813
lacasaesgrande,18,1190.6222222222223,27.942766254274883,0.032667876588021776
lacasaesgrande,19,2049.457596371882,18.578631081966684,0.059437386569872956
lacasaesgrande,20,2816.382766439909,13.943943491376567,0.06397459165154265
lacasaesgrande,21,784.2312925170068,23.85184809603591,0.32713248638838477
lacasaesgrande,22,4164.10566893424,20.317000242806838,0.05172413793103448
lacasaesgrande,23,1227.2149659863946,38.96866000499676,0.0544464609800363
lacasaesgrande,24,2303.9265306122447,18.666034974734313,0.06987295825771325
lacasaesgrande,25,1664.471201814059,26.70869986588784,0.041742286751361164
lacasaesgrande,26,2302.0539682539684,,0.04083484573502722
lacasaesgrande,27,1918.408163265306,,0.028584392014519056
lacasaesgrande,28,1182.04126984127,15.702145382542874,0.02223230490018149
lacasaesgrande,29,470.53015873015875,48.74753787607731,0.04900181488203267
lacasaesgrande,30,1740.972335600907,,0.009528130671506351
lacasaesgrande,31,2366.2444444444445,21.280323169421354,0.010889292196007259
lacasaesgrande,32,551.790022675737,11.214887255123196,0.008620689655172414
lacasaesgrande,33,51.1891156462585,61.38267018912166,0.0249546279491833
lacasaesgrande,34,51.737414965986396,52.14512715215378,0.03130671506352087
lacasaesgrande,35,40.94467120181406,50.747460644891014,0.029945553539019964
lacasaesgrande,36,33.32879818594105,40.16721285653426,0.03130671506352087
lacasaesgrande,37,30.81451247165533,38.95891201505537,0.038112522686025406
lacasaesgrande,38,34.50249433106576,44.852896371641044,0.03176043557168784
lacasaesgrande,39,62.58730158730159,60.447586036138546,0.027676950998185117
lacasaesgrande,40,47.625850340136054,58.93705855188482,0.04083484573502722
lacasaesgrande,41,41.19954648526077,51.95788893153976,0.04128856624319419
lacasaesgrande,42,37.68072562358277,46.00932568389393,0.030399274047186932
lacasaesgrande,43,42.275736961451244,51.5214769298592,0.05671506352087114
lacasaesgrande,44,51.94875283446712,60.76661796916487,0.09482758620689655
lacasaesgrande,45,50.22403628117914,59.79900574788325,0.06578947368421052
escuela,0,37.3891156462585,47.31759343548737,0.04900181488203267
escuela,1,55.40136054421769,65.30372090255517,0.01678765880217786
escuela,2,58.63038548752834,65.99655044926071,0.05172413793103448
escuela,3,61.016780045351474,74.44679117700969,0.04038112522686026
escuela,4,58.2702947845805,62.95286362468949,0.038112522686025406
escuela,5,44.79455782312925,52.50580790679806,0.029038112522686024
escuela,6,46.941043083900226,56.7803860932449,0.02631578947368421
escuela,7,3695.482993197279,,0.043557168784029036
escuela,8,3047.79410430839,14.799368743049271,0.05807622504537205
escuela,9,3263.2920634920633,26.580020798880767,0.04764065335753176
escuela,10,2728.109297052154,25.968068653043126,0.050362976406533574
escuela,11,2159.215873015873,9.920386028623891,0.03221415607985481
escuela,12,2481.3972789115646,,0.0499092558983666
escuela,13,2508.477551020408,,0.04128856624319419
escuela,14,2249.954648526077,29.657852393873366,0.028130671506352088
escuela,15,1453.0897959183674,21.58237922404575,0.024047186932849365
escuela,16,1531.584126984127,30.646466283922685,0.028584392014519056
escuela,17,276.29750566893426,62.161329128343674,0.04038112522686026
escuela,18,4355.57052154195,24.603310803514454,0.05535390199637023
escuela,19,3065.0666666666666,13.518610670742767,0.04038112522686026
escuela,20,689.2784580498866,52.058082858761765,0.03901996370235935
escuela,21,895.9215419501134,54.32940180258529,0.028584392014519056
escuela,22,795.8385487528344,22.739060064297067,0.2980943738656987
escuela,23,2563.447619047619,16.389089894612702,0.04083484573502722
escuela,24,2108.045804988662,21.485416664605335,0.0367513611615245
escuela,25,1958.467573696145,28.374376035773917,0.05172413793103448
escuela,26,2639.9578231292517,14.242744900928512,0.04310344827586207
escuela,27,1711.8371882086167,39.86933874966577,0.04809437386569873
escuela,28,1153.4526077097505,47.61585227374495,0.06397459165154265
escuela,29,1740.6943310657596,,0.057622504537205084
escuela,30,1057.3741496598639,29.16768316984739,0.06578947368421052
escuela,31,525.0802721088436,54.28464493516525,0.0794010889292196
escuela,32,117.87891156462585,74.40736985905632,0.055807622504537205
escuela,33,149.13786848072561,65.37432769129205,0.01588021778584392
escuela,34,26.9437641723356,33.85114138759032,0.050816696914700546
escuela,35,32.56825396825397,41.919310245143244,0.045372050816696916
escuela,36,45.51609977324263,49.2243372139195,0.0367513611615245
escuela,37,83.19818594104308,73.078313536213,0.010889292196007259
escuela,38,65.52380952380952,73.62931610762244,0.012704174228675136
escuela,39,61.675283446712015,74.79536406262604,0.025408348457350273
escuela,40,53.076190476190476,64.01459229902885,0.028130671506352088
escuela,41,35.22086167800453,45.05393089778519,0.047186932849364795
escuela,42,47.724263038548756,57.70770825320249,0.030852994555353903
casahogar,0,25.831746031746032,33.75849267465002,0.09392014519056262
casahogar,1,36.010884353741496,44.04551346318746,0.05807622504537205
casahogar,2,39.14104308390023,45.90066174140978,0.10934664246823957
casahogar,3,59.999092970521545,55.217598824601644,0.07713248638838476
casahogar,4,37.98548752834467,47.166410662510465,0.11978221415607986
casahogar,5,38.90702947845805,47.42551147138,0.07713248638838476
casahogar,6,41.08027210884354,50.73995773212268,0.03765880217785844
casahogar,7,50.69886621315193,60.102946453028416,0.04900181488203267
casahogar,8,28.867120181405895,35.81115751085929,0.06442831215970962
casahogar,9,3665.1378684807255,26.09999087757549,0.07304900181488204
casahogar,10,4559.861678004535,,0.04219600725952813
casahogar,11,603.968253968254,43.63343493229624,0.5040834845735027
casahogar,12,3707.3836734693878,37.16764130383717,0.06896551724137931
casahogar,13,1185.7718820861678,44.12818372241776,0.07078039927404718
casahogar,14,34.9124716553288,43.61511731097243,0.06578947368421052
casahogar,15,64.73514739229024,48.14851834266662,0.13702359346642468
casahogar,16,1687.9977324263039,41.276980456984234,0.073502722323049
casahogar,17,1410.9274376417234,,0.26406533575317603
casahogar,18,1011.3147392290249,34.658365044729045,0.22595281306715065
casahogar,19,2152.0789115646257,12.158067038156535,0.03765880217785844
casahogar,20,1457.4721088435374,31.420893723098914,0.030852994555353903
casahogar,21,462.5043083900227,56.37630289709207,0.04627949183303085
casahogar,22,1456.4548752834467,,0.018148820326678767
casahogar,23,1865.7192743764172,21.612763928425498,0.032667876588021776
casahogar,24,2129.692970521542,23.184921599374903,0.036297640653357534
casahogar,25,2085.9646258503403,,0.02132486388384755
casahogar,26,1273.2884353741497,41.97021403582726,0.045372050816696916
casahogar,27,42.14784580498866,51.66404645539415,0.04038112522686026
casahogar,28,269.7442176870748,34.78328109869639,0.0426497277676951
casahogar,29,2379.1891156462584,23.30972566671681,0.03357531760435572
casahogar,30,2672.78820861678,,0.03539019963702359
casahogar,31,2603.534693877551,,0.055807622504537205
casahogar,32,849.2780045351474,32.087818840080615,0.0603448275862069
casahogar,33,1894.215873015873,24.99912016592374,0.01678765880217786
casahogar,34,359.81496598639455,38.92509231577214,0.008166969147005444
casahogar,35,199.11836734693878,47.04081308011263,0.011796733212341199
casahogar,36,57.54512471655329,47.96693400009651,0.034482758620689655
casahogar,37,43.3328798185941,51.71684199592765,0.05807622504537205
casahogar,38,34.10476190476191,39.12969886586573,0.04627949183303085
casahogar,39,39.768253968253966,47.7525319578975,0.030399274047186932
casahogar,40,45.07528344671202,51.298906204496966,0.02676950998185118
casahogar,41,30.849886621315193,39.5097967127291,0.028130671506352088
casahogar,42,24.194104308390024,29.725791423223058,0.03720508166969147
casahogar,43,29.97324263038549,37.52903637756466,0.04764065335753176
casahogar,44,39.372789115646256,48.19135609962733,0.017695099818511795
casahogar,45,37.54784580498866,44.077024933451746,0.025408348457350273
casahogar,46,20.809977324263038,27.46518720009947,0.07078039927404718
